post_id,original_comment,cleaned_comment,comment_length,cleaned_length,language,vader_sentiment,vader_score,textblob_sentiment,textblob_score,final_sentiment,Post_ID
I6IpX9fsrv,"It’s a decent store for everyday groceries, but I would love to see a greater variety of gluten-free products.","decent store everyday groceries, would love see greater variety glutenfree products.",19,11,en,positive,0.8765,positive,0.24166666666666667,positive,612
I6IpX9fsrv,"My shopping experience today was not enjoyable. The store was overcrowded, which made it hard to navigate the aisles.","shopping experience today enjoyable. store overcrowded, made hard navigate aisles.",19,10,en,negative,-0.4226,negative,-0.27083333333333337,negative,613
I6IpX9fsrv,I was quite let down by my last visit; the shelves were messy and didn’t have many items stocked.,quite let last visit shelf messy didnt many item stocked.,19,10,en,negative,-0.3612,neutral,0.036111111111111094,negative,614
I6IpX9fsrv,"Very unhappy with my experience today! The staff was unhelpful, and I couldn’t find half of what I needed.","unhappy experience today! staff unhelpful, couldnt find half needed.",19,9,en,negative,-0.5244,negative,-0.5708333333333334,negative,615
I6IpX9fsrv,"This supermarket is okay for quick trips; it has the basics, but I wouldn’t recommend it for gourmet shopping.","supermarket okay quick trip basics, wouldnt recommend gourmet shopping.",19,9,en,positive,0.5719,positive,0.41666666666666663,positive,616
I6IpX9fsrv,"I can’t say enough good things about this place! They have an amazing selection of fresh dairy products, and the staff is so friendly.","cant say enough good thing place! amazing selection fresh dairy products, staff friendly.",24,13,en,positive,0.9247,positive,0.43000000000000005,positive,617
I6IpX9fsrv,"I had a minor issue with an expired product, but the staff quickly helped me and resolved it with no fuss.","minor issue expired product, staff quickly helped resolved fuss.",21,9,en,negative,-0.1901,positive,0.14166666666666666,negative,618
I6IpX9fsrv,"Just a typical supermarket experience. It gets the job done, but I wish it offered more unique products.","typical supermarket experience. get job done, wish offered unique products.",18,10,en,positive,0.5499,positive,0.23611111111111113,positive,619
f1yIARex21,I’m continually impressed with this supermarket! Their commitment to quality is evident every time I shop here. Highly recommended!,continually impressed supermarket! commitment quality evident every time shop here. highly recommended!,19,12,en,positive,0.8114,positive,0.48333333333333334,positive,620
f1yIARex21,"While I enjoy the store, I’ve noticed that some of my favorite snacks are frequently out of stock, which is frustrating.","enjoy store, ive noticed favorite snack frequently stock, frustrating.",21,9,en,positive,0.5106,positive,0.15,positive,621
f1yIARex21,"It’s an average grocery store. It meets my needs, but I’d love to see more options for vegan and vegetarian products.","average grocery store. meet needs, love see option vegan vegetarian products.",21,11,en,positive,0.7783,positive,0.2833333333333333,positive,622
f1yIARex21,"My experience today was quite chaotic. The aisles were crowded, making it hard to find what I wanted.","experience today quite chaotic. aisle crowded, making hard find wanted.",18,10,en,negative,-0.5984,negative,-0.2916666666666667,negative,623
f1yIARex21,"I was disappointed during my last visit; the store felt messy, and I couldn’t find several items on my list.","disappointed last visit store felt messy, couldnt find several item list.",20,11,en,negative,-0.6808,negative,-0.2375,negative,624
f1yIARex21,"I had a terrible experience today! The staff were indifferent, and I left without the products I needed.","terrible experience today! staff indifferent, left without product needed.",18,9,en,negative,-0.636,negative,-0.5,negative,625
f1yIARex21,"This supermarket is fine for quick trips; it has the essentials, but I wouldn’t recommend it for specialty shopping.","supermarket fine quick trip essentials, wouldnt recommend specialty shopping.",19,9,en,positive,0.5647,positive,0.375,positive,626
f1yIARex21,"I really enjoy shopping here! The fresh produce is always high quality, and the staff is so helpful and friendly.","really enjoy shopping here! fresh produce always high quality, staff helpful friendly.",20,12,en,positive,0.9211,positive,0.33375,positive,627
f1yIARex21,"I had a minor hiccup with a discount coupon, but the staff resolved it quickly and professionally.","minor hiccup discount coupon, staff resolved quickly professionally.",17,8,en,positive,0.2617,positive,0.12777777777777777,positive,628
f1yIARex21,"Just an average grocery store experience. It serves its purpose, but it lacks the charm I look for in shopping.","average grocery store experience. serf purpose, lack charm look shopping.",20,10,en,positive,0.5499,negative,-0.15,positive,629
2SOiSNBCop,"What an incredible supermarket! The quality of their fresh produce is always outstanding, and the staff is incredibly friendly.","incredible supermarket! quality fresh produce always outstanding, staff incredibly friendly.",19,10,en,positive,0.8775,positive,0.54375,positive,630
2SOiSNBCop,"I appreciate the sales, but I often find my favorite snacks are sold out. Still, it’s a great place to shop.","appreciate sales, often find favorite snack sold out. still, great place shop.",21,12,en,positive,0.91,positive,0.65,positive,631
2SOiSNBCop,"It’s a decent grocery store for everyday needs; however, I think it could offer a wider selection of specialty foods.","decent grocery store everyday need however, think could offer wider selection specialty foods.",20,13,en,neutral,0.0,neutral,-0.016666666666666677,neutral,632
2SOiSNBCop,"My shopping trip today was hectic! The checkout line was long, making it feel like a chore instead of a pleasure.","shopping trip today hectic! checkout line long, making feel like chore instead pleasure.",21,13,en,positive,0.7574,neutral,-0.05,positive,633
2SOiSNBCop,"I was very disappointed with my last visit; many items were out of stock, and the store felt chaotic.","disappointed last visit many item stock, store felt chaotic.",19,9,en,negative,-0.7645,negative,-0.15833333333333335,negative,634
2SOiSNBCop,"Extremely unhappy with my experience! The staff seemed uninterested in assisting customers, which made me feel undervalued.","extremely unhappy experience! staff seemed uninterested assisting customers, made feel undervalued.",17,11,en,negative,-0.5244,negative,-0.75,negative,635
2SOiSNBCop,"This supermarket is just okay. It has what I need, but it lacks excitement and a diverse product range.","supermarket okay. need, lack excitement diverse product range.",19,8,en,positive,0.6956,positive,0.5,positive,636
2SOiSNBCop,I love how fresh the bakery items are! I always look forward to getting my pastries and bread here.,love fresh bakery item are! always look forward getting pastry bread here.,19,12,en,positive,0.7777,positive,0.4375,positive,637
2SOiSNBCop,"I had a small issue at checkout, but the staff handled it quickly and resolved it, which I appreciate.","small issue checkout, staff handled quickly resolved it, appreciate.",19,9,en,positive,0.6808,neutral,0.04166666666666666,positive,638
2SOiSNBCop,"Just a standard grocery store experience. It serves its purpose, but there’s nothing remarkable about it.","standard grocery store experience. serf purpose, there nothing remarkable it.",16,10,en,negative,-0.5975,positive,0.375,negative,639
E7pRDztpbc,"I’m consistently amazed by this supermarket! They have a fantastic selection of fresh products, and the prices are unbeatable.","consistently amazed supermarket! fantastic selection fresh products, price unbeatable.",19,9,en,positive,0.8553,positive,0.33749999999999997,positive,640
E7pRDztpbc,"While I enjoy the competitive prices, I often find that some items are out of stock, which can be frustrating at times.","enjoy competitive prices, often find item stock, frustrating times.",22,9,en,positive,0.25,neutral,0.0,positive,641
E7pRDztpbc,"It’s a standard grocery store. It meets my needs, but I would love to see more options for health-conscious shoppers.","standard grocery store. meet needs, would love see option healthconscious shoppers.",20,11,en,positive,0.7783,positive,0.3333333333333333,positive,642
E7pRDztpbc,"My shopping experience today was disappointing. The store was overcrowded, which made it hard to find what I was looking for.","shopping experience today disappointing. store overcrowded, made hard find looking for.",21,11,en,negative,-0.5574,negative,-0.4458333333333333,negative,643
E7pRDztpbc,"I was quite let down during my last visit; many shelves were empty, which is concerning for a supermarket.","quite let last visit many shelf empty, concerning supermarket.",19,9,en,negative,-0.2023,neutral,0.06111111111111111,negative,644
E7pRDztpbc,"Very frustrated with my experience! The staff were unhelpful, and I couldn’t find several items I wanted.","frustrated experience! staff unhelpful, couldnt find several item wanted.",17,9,en,negative,-0.6105,negative,-0.5,negative,645
E7pRDztpbc,"This supermarket is fine for quick stops; it has the basics, but it doesn’t stand out for specialty items.","supermarket fine quick stop basics, doesnt stand specialty items.",19,9,en,neutral,0.0258,positive,0.375,positive,646
E7pRDztpbc,"I love how organized this store is! It’s easy to find everything, and the quality is consistently high.","love organized store is! easy find everything, quality consistently high.",18,10,en,positive,0.8122,positive,0.4061111111111111,positive,647
E7pRDztpbc,"I faced a minor issue with an expired item, but the staff resolved it promptly, which was a relief.","faced minor issue expired item, staff resolved promptly, relief.",19,9,en,positive,0.7351,neutral,-0.05,positive,648
E7pRDztpbc,"Just an average grocery store experience. It serves its purpose, but there’s nothing exciting about it.","average grocery store experience. serf purpose, there nothing exciting it.",16,10,en,negative,-0.5334,neutral,0.075,negative,649
A33ny3xNyT,"What a delightful supermarket! The fresh produce is always excellent, and the layout makes shopping a breeze. Highly recommend!","delightful supermarket! fresh produce always excellent, layout make shopping breeze. highly recommend!",19,12,en,positive,0.9213,positive,0.625,positive,650
A33ny3xNyT,"While the prices are reasonable, I often notice that certain popular products are frequently out of stock, which can be annoying.","price reasonable, often notice certain popular product frequently stock, annoying.",21,10,en,positive,0.296,neutral,0.06285714285714286,positive,651
A33ny3xNyT,"It’s a decent grocery store; it meets my needs, but I’d love to see more unique options on the shelves.","decent grocery store meet needs, love see unique option shelves.",20,10,en,positive,0.7783,positive,0.38541666666666663,positive,652
A33ny3xNyT,"My shopping experience today was quite stressful. The aisles were too crowded, making it hard to navigate.","shopping experience today quite stressful. aisle crowded, making hard navigate.",17,10,en,negative,-0.6115,negative,-0.2916666666666667,negative,653
A33ny3xNyT,"I had a disappointing visit; the store was messy, and I couldn’t find many items I wanted.","disappointing visit store messy, couldnt find many item wanted.",17,9,en,negative,-0.6908,negative,-0.10000000000000002,negative,654
A33ny3xNyT,"I’m very dissatisfied with my experience! The staff were not helpful, and I left without my necessary purchases.","dissatisfied experience! staff helpful, left without necessary purchases.",18,8,en,negative,-0.6723,neutral,0.08333333333333333,negative,655
A33ny3xNyT,"This store is just okay. It has what I need, but it lacks excitement and variety in its offerings.","store okay. need, lack excitement variety offerings.",19,7,en,positive,0.6956,positive,0.5,positive,656
A33ny3xNyT,"I really enjoy shopping here! The staff is friendly and attentive, and I love the wide range of fresh products.","really enjoy shopping here! staff friendly attentive, love wide range fresh products.",20,12,en,positive,0.9258,positive,0.32916666666666666,positive,657
A33ny3xNyT,"I faced a minor issue with my purchase, but the staff was quick to help resolve it, which I appreciated.","faced minor issue purchase, staff quick help resolve it, appreciated.",20,10,en,positive,0.9081,positive,0.16111111111111112,positive,658
A33ny3xNyT,"Just another standard supermarket experience. It serves its purpose, but there’s nothing outstanding about it.","another standard supermarket experience. serf purpose, there nothing outstanding it.",15,10,en,negative,-0.652,positive,0.25,negative,659
1YsIjn8S8S,I’m continually impressed by this supermarket! They always have fresh produce and a great selection of items that I love.,continually impressed supermarket! always fresh produce great selection item love.,20,10,en,positive,0.9324,positive,0.65,positive,660
1YsIjn8S8S,"While I enjoy shopping here, I’ve noticed that some of my favorite items are often sold out. This is a bit frustrating.","enjoy shopping here, ive noticed favorite item often sold out. bit frustrating.",22,12,en,positive,0.5106,positive,0.16666666666666666,positive,661
1YsIjn8S8S,"It’s a fine grocery store for everyday needs, but I think it could benefit from a broader range of organic products.","fine grocery store everyday needs, think could benefit broader range organic products.",21,12,en,positive,0.6597,positive,0.10833333333333334,positive,662
1YsIjn8S8S,"My shopping experience today was quite hectic. The checkout lines were long, and I felt rushed during my visit.","shopping experience today quite hectic. checkout line long, felt rushed visit.",19,11,en,neutral,0.0,neutral,-0.05,neutral,663
1YsIjn8S8S,"I was quite disappointed during my last visit; many of the items I wanted were not available, which was upsetting.","quite disappointed last visit many item wanted available, upsetting.",20,9,en,negative,-0.7574,negative,-0.1125,negative,664
1YsIjn8S8S,"The service today was less than stellar! The staff seemed indifferent, making my shopping experience less enjoyable.","service today less stellar! staff seemed indifferent, making shopping experience less enjoyable.",17,12,en,positive,0.273,positive,0.11979166666666667,positive,665
1YsIjn8S8S,"This supermarket is okay for quick trips; it has the essentials, but I wouldn’t recommend it for specialty shopping.","supermarket okay quick trip essentials, wouldnt recommend specialty shopping.",19,9,en,positive,0.5719,positive,0.41666666666666663,positive,666
1YsIjn8S8S,I love how fresh the bakery items are! The bread and pastries are always delicious and worth trying.,love fresh bakery item are! bread pastry always delicious worth trying.,18,11,en,positive,0.908,positive,0.54375,positive,667
1YsIjn8S8S,"I had a small hiccup with a coupon, but the staff resolved it quickly and professionally.","small hiccup coupon, staff resolved quickly professionally.",16,7,en,positive,0.2617,neutral,0.06111111111111111,positive,668
1YsIjn8S8S,"Just an average grocery store experience. It meets my needs, but there’s nothing particularly exciting about it.","average grocery store experience. meet needs, there nothing particularly exciting it.",17,11,en,negative,-0.5814,neutral,0.075,negative,669
w3TRTV3h6Y,"What a fantastic supermarket! I’m always impressed by their selection of fresh fruits and vegetables, and the quality is consistently high.","fantastic supermarket! always impressed selection fresh fruit vegetables, quality consistently high.",21,11,en,positive,0.8516,positive,0.49,positive,670
w3TRTV3h6Y,"I appreciate the competitive prices, but I often find that my favorite snacks are frequently out of stock, which is disappointing.","appreciate competitive prices, often find favorite snack frequently stock, disappointing.",21,10,en,positive,0.2263,neutral,0.0,positive,671
w3TRTV3h6Y,"It’s a decent store for everyday groceries; however, I wish there were more options for gluten-free products available.","decent store everyday grocery however, wish option glutenfree product available.",18,10,en,positive,0.4019,positive,0.21666666666666667,positive,672
w3TRTV3h6Y,"My shopping trip today was hectic! The aisles were too crowded, making it difficult to navigate with my cart.","shopping trip today hectic! aisle crowded, making difficult navigate cart.",19,10,en,negative,-0.4199,negative,-0.5,negative,673
w3TRTV3h6Y,"I was quite disappointed during my last visit; the shelves were empty, and I couldn't find half of the items I needed.","quite disappointed last visit shelf empty, couldnt find half item needed.",22,11,en,negative,-0.6361,negative,-0.25416666666666665,negative,674
w3TRTV3h6Y,"The service today was lackluster! The staff seemed indifferent to helping customers, which left me feeling undervalued.","service today lackluster! staff seemed indifferent helping customers, left feeling undervalued.",17,11,en,positive,0.2942,neutral,0.0,positive,675
w3TRTV3h6Y,"This supermarket is just okay. It has the essentials, but I wouldn’t recommend it for gourmet or specialty shopping.","supermarket okay. essentials, wouldnt recommend gourmet specialty shopping.",19,8,en,positive,0.5719,positive,0.5,positive,676
w3TRTV3h6Y,"I can’t recommend this place enough! They have an amazing selection of fresh fruits and vegetables, and the staff is so friendly.","cant recommend place enough! amazing selection fresh fruit vegetables, staff friendly.",22,11,en,positive,0.9187,positive,0.31875000000000003,positive,677
w3TRTV3h6Y,"I faced a minor issue with a discount coupon, but the staff resolved it quickly and professionally.","faced minor issue discount coupon, staff resolved quickly professionally.",17,9,en,positive,0.2617,positive,0.12777777777777777,positive,678
w3TRTV3h6Y,"Just a typical supermarket experience. It serves its purpose, but I wish it offered more unique products.","typical supermarket experience. serf purpose, wish offered unique products.",17,9,en,positive,0.5499,positive,0.23611111111111113,positive,679
eVpIu8hXgq,"I had a wonderful shopping experience today! The staff was incredibly helpful, and the selection of fresh produce was impressive.","wonderful shopping experience today! staff incredibly helpful, selection fresh produce impressive.",20,11,en,positive,0.9133,positive,0.7999999999999999,positive,680
eVpIu8hXgq,"I like shopping here, but I often notice that certain items are frequently out of stock, which can be frustrating.","like shopping here, often notice certain item frequently stock, frustrating.",20,10,en,negative,-0.1154,neutral,-0.02857142857142858,negative,681
eVpIu8hXgq,It’s a pretty average grocery store. It meets my needs but lacks the charm that I look for in a shopping trip.,pretty average grocery store. meet need lack charm look shopping trip.,22,11,en,positive,0.6858,neutral,0.05,positive,682
eVpIu8hXgq,"My experience today was disappointing. The checkout lines were way too long, which made my shopping trip feel unnecessarily lengthy.","experience today disappointing. checkout line way long, made shopping trip feel unnecessarily lengthy.",20,13,en,negative,-0.4939,negative,-0.35000000000000003,negative,683
eVpIu8hXgq,"I was let down with my last visit; many items were out of stock, and it seemed like the shelves weren't well-stocked.","let last visit many item stock, seemed like shelf werent wellstocked.",22,11,en,positive,0.3612,positive,0.11481481481481481,positive,684
eVpIu8hXgq,"I had a very frustrating experience today! The staff was unhelpful, and I struggled to find someone to assist me.","frustrating experience today! staff unhelpful, struggled find someone assist me.",20,10,en,negative,-0.7082,negative,-0.65,negative,685
eVpIu8hXgq,"This supermarket is okay for quick trips. It has the basics, but it’s not my first choice for specialty items.","supermarket okay quick trips. basics, first choice specialty items.",20,9,en,positive,0.1154,positive,0.3611111111111111,positive,686
eVpIu8hXgq,"I absolutely love this supermarket! The variety of organic produce is fantastic, and the staff is always friendly and helpful.","absolutely love supermarket! variety organic produce fantastic, staff always friendly helpful.",20,11,en,positive,0.937,positive,0.4666666666666666,positive,687
eVpIu8hXgq,"While I enjoy the store overall, I’ve noticed that the deli section sometimes runs low on stock, especially during weekends.","enjoy store overall, ive noticed deli section sometimes run low stock, especially weekends.",20,13,en,positive,0.2732,neutral,0.1,positive,688
eVpIu8hXgq,"It’s an average grocery store. It meets my needs, but I wish there were more options for vegan products available.","average grocery store. meet needs, wish option vegan product available.",20,10,en,positive,0.5499,positive,0.25,positive,689
IkGYM0q3Xp,What a delightful supermarket experience! They consistently offer fresh produce and a wide variety of items that I truly enjoy.,delightful supermarket experience! consistently offer fresh produce wide variety item truly enjoy.,20,12,en,positive,0.9098,positive,0.37,positive,690
IkGYM0q3Xp,"While the prices are reasonable, I often notice that certain popular products are out of stock. Nonetheless, I still shop here.","price reasonable, often notice certain popular product stock. nonetheless, still shop here.",21,12,en,positive,0.5994,positive,0.33809523809523806,positive,691
IkGYM0q3Xp,"It’s a decent grocery store; it meets my needs, but I’d love to see more unique options available on the shelves.","decent grocery store meet needs, love see unique option available shelves.",21,11,en,positive,0.7783,positive,0.3883333333333333,positive,692
IkGYM0q3Xp,"My shopping experience today was chaotic. The aisles were crowded, which made it hard to find what I was looking for.","shopping experience today chaotic. aisle crowded, made hard find looking for.",21,11,en,negative,-0.5574,negative,-0.2916666666666667,negative,693
IkGYM0q3Xp,"I had a disappointing visit; the store was messy, and several items I wanted were not available.","disappointing visit store messy, several item wanted available.",17,8,en,negative,-0.6908,negative,-0.25,negative,694
IkGYM0q3Xp,"I am very dissatisfied with my experience! The staff were not helpful, and I left frustrated without my purchases.","dissatisfied experience! staff helpful, left frustrated without purchases.",19,8,en,negative,-0.8367,negative,-0.15,negative,695
IkGYM0q3Xp,"This store is just okay. It has what I need, but it lacks excitement and variety in its offerings.","store okay. need, lack excitement variety offerings.",19,7,en,positive,0.6956,positive,0.5,positive,696
IkGYM0q3Xp,"I really enjoy shopping here! The staff is friendly and attentive, and I love the wide range of fresh products.","really enjoy shopping here! staff friendly attentive, love wide range fresh products.",20,12,en,positive,0.9258,positive,0.32916666666666666,positive,697
IkGYM0q3Xp,"I faced a minor issue with my purchase, but the staff was quick to help resolve it. I appreciate their service!","faced minor issue purchase, staff quick help resolve it. appreciate service!",21,11,en,positive,0.8955,positive,0.18333333333333332,positive,698
IkGYM0q3Xp,"Just another standard supermarket experience. It serves its purpose, but there’s nothing outstanding about it.","another standard supermarket experience. serf purpose, there nothing outstanding it.",15,10,en,negative,-0.652,positive,0.25,negative,699
zaBNHsIu6t,"I had an excellent shopping experience today! The quality of the produce was outstanding, and the staff were super friendly and helpful.","excellent shopping experience today! quality produce outstanding, staff super friendly helpful.",22,11,en,positive,0.9577,positive,0.5520833333333333,positive,700
zaBNHsIu6t,"While I generally like this store, I often find that certain brands of snacks I love are frequently out of stock, which can be a bit annoying.","generally like store, often find certain brand snack love frequently stock, bit annoying.",27,13,en,positive,0.7269,neutral,0.012857142857142834,positive,701
zaBNHsIu6t,"It’s a pretty standard grocery store. It meets my basic needs, but I wish they had a larger selection of organic products.","pretty standard grocery store. meet basic needs, wish larger selection organic products.",22,12,en,positive,0.6858,neutral,0.0625,positive,702
zaBNHsIu6t,"My experience today was rather frustrating! The aisles were too crowded, making it hard to find what I was looking for.","experience today rather frustrating! aisle crowded, making hard find looking for.",21,11,en,negative,-0.5562,negative,-0.39583333333333337,negative,703
zaBNHsIu6t,"I was disappointed with my last visit; I couldn’t find several key items on my shopping list, which was quite upsetting.","disappointed last visit couldnt find several key item shopping list, quite upsetting.",21,12,en,negative,-0.7574,negative,-0.1875,negative,704
zaBNHsIu6t,"I had a really bad experience today! The staff didn’t seem interested in helping customers, which made me feel unwelcome.","really bad experience today! staff didnt seem interested helping customers, made feel unwelcome.",20,13,en,negative,-0.4376,negative,-0.3124999999999999,negative,705
zaBNHsIu6t,"This supermarket is fine for quick grocery runs, but it doesn’t offer much in the way of gourmet items or specialty foods.","supermarket fine quick grocery runs, doesnt offer much way gourmet item specialty foods.",22,13,en,positive,0.1027,positive,0.31666666666666665,positive,706
zaBNHsIu6t,"I absolutely love this store! Their bakery section is amazing, and the fresh bread is to die for!","absolutely love store! bakery section amazing, fresh bread die for!",18,10,en,positive,0.8062,positive,0.5333333333333333,positive,707
zaBNHsIu6t,"I had a minor hiccup with my order, but the staff handled it quickly and professionally, which I appreciated.","minor hiccup order, staff handled quickly professionally, appreciated.",19,8,en,positive,0.6652,positive,0.14583333333333331,positive,708
zaBNHsIu6t,Just an average grocery store experience. It serves its purpose but lacks the charm and excitement of more specialty stores.,average grocery store experience. serf purpose lack charm excitement specialty stores.,20,11,en,positive,0.8338,positive,0.175,positive,709
PSIkzCcOql,What a wonderful supermarket! I’m always impressed by their selection of fresh fruits and vegetables. The prices are also quite reasonable!,wonderful supermarket! always impressed selection fresh fruit vegetables. price also quite reasonable!,21,12,en,positive,0.8652,positive,0.6375,positive,710
PSIkzCcOql,"While I enjoy shopping here, I’ve noticed that my favorite sauces are often out of stock, which can be disappointing.","enjoy shopping here, ive noticed favorite sauce often stock, disappointing.",20,10,en,positive,0.4588,positive,0.10000000000000002,positive,711
PSIkzCcOql,"It’s a decent grocery store; it meets my needs, but I think it could benefit from a wider variety of international foods.","decent grocery store meet needs, think could benefit wider variety international foods.",22,12,en,positive,0.6124,neutral,0.08333333333333333,positive,712
PSIkzCcOql,"My shopping trip today was not enjoyable. The checkout lines were excessively long, which made the entire experience stressful.","shopping trip today enjoyable. checkout line excessively long, made entire experience stressful.",19,12,en,negative,-0.6914,neutral,-0.09999999999999999,negative,713
PSIkzCcOql,"I was quite let down during my last visit; many of the items I wanted were unavailable, which was really frustrating.","quite let last visit many item wanted unavailable, really frustrating.",21,10,en,negative,-0.4927,neutral,-0.013888888888888895,negative,714
PSIkzCcOql,"Very unhappy with my experience today! The staff seemed indifferent, and I left without getting everything I needed.","unhappy experience today! staff seemed indifferent, left without getting everything needed.",18,11,en,negative,-0.6352,negative,-0.48750000000000004,negative,715
PSIkzCcOql,"This supermarket is okay for quick trips; it has the essentials, but it lacks excitement for specialty shopping.","supermarket okay quick trip essentials, lack excitement specialty shopping.",18,9,en,positive,0.6956,positive,0.41666666666666663,positive,716
PSIkzCcOql,"I can’t say enough good things about this place! The selection of dairy products is fantastic, and the staff is always eager to help.","cant say enough good thing place! selection dairy product fantastic, staff always eager help.",24,14,en,positive,0.8999,positive,0.425,positive,717
PSIkzCcOql,"I faced a small issue with a coupon at checkout, but the staff was quick to resolve it, which I appreciated.","faced small issue coupon checkout, staff quick resolve it, appreciated.",21,10,en,positive,0.8338,neutral,0.09444444444444444,positive,718
PSIkzCcOql,Just a typical supermarket experience. It meets my basic needs but doesn’t offer anything unique or special.,typical supermarket experience. meet basic need doesnt offer anything unique special.,17,11,en,positive,0.5499,positive,0.14136904761904762,positive,719
GBbvtA5Eir,"I’m continually impressed by this supermarket! The quality of their fresh produce is always excellent, and the prices are unbeatable.","continually impressed supermarket! quality fresh produce always excellent, price unbeatable.",20,10,en,positive,0.8553,positive,0.7666666666666666,positive,720
GBbvtA5Eir,"While I appreciate their low prices, I often find my favorite snacks are out of stock, which can be frustrating at times.","appreciate low prices, often find favorite snack stock, frustrating times.",22,10,en,positive,0.1779,neutral,0.033333333333333326,positive,721
GBbvtA5Eir,It’s a standard grocery store. It meets my needs but lacks the charm that I look for in a shopping trip.,standard grocery store. meet need lack charm look shopping trip.,21,10,en,positive,0.5499,neutral,0.0,positive,722
GBbvtA5Eir,"My experience today was disappointing. The checkout lines were long, making my shopping feel like a chore rather than a pleasure.","experience today disappointing. checkout line long, making shopping feel like chore rather pleasure.",21,13,en,positive,0.4588,negative,-0.325,positive,723
GBbvtA5Eir,"I was disappointed during my last visit; the store felt messy, and I couldn’t find several items on my list.","disappointed last visit store felt messy, couldnt find several item list.",20,11,en,negative,-0.6808,negative,-0.2375,negative,724
GBbvtA5Eir,"I had a terrible experience today! The staff were unhelpful, and I couldn’t find half of what I needed.","terrible experience today! staff unhelpful, couldnt find half needed.",19,9,en,negative,-0.5255,negative,-0.5833333333333334,negative,725
GBbvtA5Eir,"This supermarket is just okay. It has what I need, but it lacks excitement and a diverse product range.","supermarket okay. need, lack excitement diverse product range.",19,8,en,positive,0.6956,positive,0.5,positive,726
GBbvtA5Eir,"I love how organized this store is! It’s easy to find everything, and the quality is consistently high.","love organized store is! easy find everything, quality consistently high.",18,10,en,positive,0.8122,positive,0.4061111111111111,positive,727
GBbvtA5Eir,"I encountered a small issue with an expired product, but the staff resolved it promptly, which was a relief.","encountered small issue expired product, staff resolved promptly, relief.",19,9,en,positive,0.7351,negative,-0.25,positive,728
GBbvtA5Eir,"Just an average grocery store experience. It serves its purpose, but there’s nothing remarkable about it.","average grocery store experience. serf purpose, there nothing remarkable it.",16,10,en,negative,-0.5975,positive,0.3,negative,729
agijecfYzK,What a fantastic supermarket! I’m always impressed by their selection of fresh fruits and vegetables. Highly recommended!,fantastic supermarket! always impressed selection fresh fruit vegetables. highly recommended!,17,10,en,positive,0.8928,positive,0.5,positive,730
agijecfYzK,"I enjoy the store, but I’ve noticed that some of my favorite snacks are frequently out of stock. This can be a bit annoying.","enjoy store, ive noticed favorite snack frequently stock. bit annoying.",24,10,en,positive,0.3716,neutral,0.04999999999999999,positive,731
agijecfYzK,"It’s a decent grocery store for everyday groceries; however, I think it could offer a wider selection of gluten-free products.","decent grocery store everyday grocery however, think could offer wider selection glutenfree products.",20,13,en,neutral,0.0,neutral,-0.016666666666666677,neutral,732
agijecfYzK,"My shopping experience today was quite chaotic. The aisles were crowded, making it hard to navigate.","shopping experience today quite chaotic. aisle crowded, making hard navigate.",16,10,en,negative,-0.5984,negative,-0.2916666666666667,negative,733
agijecfYzK,"I was quite disappointed during my last visit; many shelves were empty, which is concerning for a supermarket.","quite disappointed last visit many shelf empty, concerning supermarket.",18,9,en,negative,-0.6361,neutral,-0.0875,negative,734
agijecfYzK,"Extremely unhappy with my experience! The staff seemed uninterested in assisting customers, which made me feel undervalued.","extremely unhappy experience! staff seemed uninterested assisting customers, made feel undervalued.",17,11,en,negative,-0.5244,negative,-0.75,negative,735
agijecfYzK,"This supermarket is fine for quick stops; it has the basics, but it doesn’t stand out for specialty items.","supermarket fine quick stop basics, doesnt stand specialty items.",19,9,en,neutral,0.0258,positive,0.375,positive,736
agijecfYzK,"I really enjoy shopping here! The fresh produce is always high quality, and the staff is so helpful and friendly.","really enjoy shopping here! fresh produce always high quality, staff helpful friendly.",20,12,en,positive,0.9211,positive,0.33375,positive,737
agijecfYzK,"I faced a minor issue with a discount coupon, but the staff resolved it quickly and professionally.","faced minor issue discount coupon, staff resolved quickly professionally.",17,9,en,positive,0.2617,positive,0.12777777777777777,positive,738
agijecfYzK,"Just a standard grocery store experience. It serves its purpose, but there’s nothing remarkable about it.","standard grocery store experience. serf purpose, there nothing remarkable it.",16,10,en,negative,-0.5975,positive,0.375,negative,739
LPD86Zp5L7,"I’m consistently amazed by this supermarket! They have a fantastic selection of fresh products, and the staff is always so friendly.","consistently amazed supermarket! fantastic selection fresh products, staff always friendly.",21,10,en,positive,0.9261,positive,0.346875,positive,740
LPD86Zp5L7,"I appreciate the sales, but I’ve noticed that some popular items are often out of stock, which can be a bit frustrating.","appreciate sales, ive noticed popular item often stock, bit frustrating.",22,10,en,positive,0.1779,neutral,0.09999999999999998,positive,741
LPD86Zp5L7,"It’s a standard grocery store. It meets my needs, but I would love to see more options for health-conscious shoppers.","standard grocery store. meet needs, would love see option healthconscious shoppers.",20,11,en,positive,0.7783,positive,0.3333333333333333,positive,742
LPD86Zp5L7,"My shopping experience today was stressful. The checkout line was long, which made my shopping trip feel longer than necessary.","shopping experience today stressful. checkout line long, made shopping trip feel longer necessary.",20,13,en,negative,-0.5106,neutral,-0.025,negative,743
